label	readable
Case=Abl|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Pluriel Féminin Participe Présent SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Pluriel Féminin Participe Présent SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Datif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Singulier Masculin Féminin Participe Présent SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Datif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Pluriel Masculin Féminin Participe Présent SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Datif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Singulier Masculin Participe Présent SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Datif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Pluriel Masculin Participe Présent SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Datif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Singulier Masculin Neutre Participe Présent SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Datif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Pluriel Masculin Neutre Participe Présent SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Datif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Singulier Neutre Participe Présent SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Datif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Pluriel Neutre Participe Présent SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Singulier Commun Participe Présent Déponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Singulier Commun Participe Présent Déponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Singulier Commun Participe Présent Déponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Génitif Singulier Commun Participe Présent Déponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Datif Singulier Commun Participe Présent Déponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Singulier Commun Participe Présent Déponent - VER
Case=Loc|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Locatif Singulier Commun Participe Présent Déponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Pluriel Commun Participe Présent Déponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Pluriel Commun Participe Présent Déponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Pluriel Commun Participe Présent Déponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Génitif Pluriel Commun Participe Présent Déponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Datif Pluriel Commun Participe Présent Déponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Pluriel Commun Participe Présent Déponent - VER
Case=Loc|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep	Locatif Pluriel Commun Participe Présent Déponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Singulier Féminin Participe Présent Déponent - VER
Case=Voc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Singulier Féminin Participe Présent Déponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Singulier Féminin Participe Présent Déponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Génitif Singulier Féminin Participe Présent Déponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Datif Singulier Féminin Participe Présent Déponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Singulier Féminin Participe Présent Déponent - VER
Case=Loc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Locatif Singulier Féminin Participe Présent Déponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Pluriel Féminin Participe Présent Déponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Pluriel Féminin Participe Présent Déponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Pluriel Féminin Participe Présent Déponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Génitif Pluriel Féminin Participe Présent Déponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Datif Pluriel Féminin Participe Présent Déponent - VER
Case=Abl|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Pluriel Féminin Participe Présent Déponent - VER
Case=Loc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=Dep	Locatif Pluriel Féminin Participe Présent Déponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Génitif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Datif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Loc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Locatif Singulier Masculin Féminin Participe Présent Déponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Génitif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Datif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Loc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep	Locatif Pluriel Masculin Féminin Participe Présent Déponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Singulier Masculin Participe Présent Déponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Singulier Masculin Participe Présent Déponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Singulier Masculin Participe Présent Déponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Génitif Singulier Masculin Participe Présent Déponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Datif Singulier Masculin Participe Présent Déponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Singulier Masculin Participe Présent Déponent - VER
Case=Loc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Locatif Singulier Masculin Participe Présent Déponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Pluriel Masculin Participe Présent Déponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Pluriel Masculin Participe Présent Déponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Pluriel Masculin Participe Présent Déponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Génitif Pluriel Masculin Participe Présent Déponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Datif Pluriel Masculin Participe Présent Déponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Pluriel Masculin Participe Présent Déponent - VER
Case=Loc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Pres|Voice=Dep	Locatif Pluriel Masculin Participe Présent Déponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Génitif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Datif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Loc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Locatif Singulier Masculin Neutre Participe Présent Déponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Génitif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Datif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Loc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Pres|Voice=Dep	Locatif Pluriel Masculin Neutre Participe Présent Déponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Singulier Neutre Participe Présent Déponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Singulier Neutre Participe Présent Déponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Singulier Neutre Participe Présent Déponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Génitif Singulier Neutre Participe Présent Déponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Datif Singulier Neutre Participe Présent Déponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Singulier Neutre Participe Présent Déponent - VER
Case=Loc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Locatif Singulier Neutre Participe Présent Déponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Nominatif Pluriel Neutre Participe Présent Déponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Vocatif Pluriel Neutre Participe Présent Déponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Accusatif Pluriel Neutre Participe Présent Déponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Génitif Pluriel Neutre Participe Présent Déponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Datif Pluriel Neutre Participe Présent Déponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Ablatif Pluriel Neutre Participe Présent Déponent - VER
Case=Loc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Dep	Locatif Pluriel Neutre Participe Présent Déponent - VER
Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Singulier Commun Participe Futur SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Singulier Commun Participe Futur SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Singulier Commun Participe Futur SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Singulier Commun Participe Futur SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Datif Singulier Commun Participe Futur SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Singulier Commun Participe Futur SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Singulier Commun Participe Futur SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Datif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Com|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Pluriel Commun Participe Futur SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Datif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Singulier Féminin Participe Futur SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Datif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Pluriel Féminin Participe Futur SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Datif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Ablatif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Locatif Singulier Masculin Féminin Participe Futur SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Nominatif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Vocatif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Accusatif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Génitif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Fut|Voice=SemDep	Datif Pluriel Masculin Féminin Participe Futur SemiDéponent - VER
